ID	Question	DBpedia	MusicBrainz	Wikidata	YAGO	LinkedMDB
23	Which spaceflights were launched from Baikonur?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/property/launchPad> res:Baikonur_Cosmodrome; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P793 wd:Q797476 . ?item p:P793 ?statement . ?statement pq:P276 ?location . ?location wdt:P361 wd:Q177477 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
289	What is the highest mountain in Italy?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Mountain ; dbo:locatedInArea res:Italy ; dbo:elevation ?num; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?num) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q8502 . ?item wdt:P17 wd:Q38 . ?item wdt:P2044 ?height . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?height) LIMIT 1		
147	In which countries can you pay using the West African CFA franc?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/West_African_CFA_franc>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P38 wd:Q861690 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
182	Give me all films produced by Steven Spielberg with a budget of at least $80 million.	SELECT DISTINCT ?label WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Steven_Spielberg> . ?uri <http://dbpedia.org/ontology/budget> ?b . FILTER( xsd:double(?b) >= 8.0E7 ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P57 wd:Q8877 . ?item wdt:P2130 ?budget . FILTER(?budget > 8000000) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
384	Who was the first to climb Mount Everest?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Mount_Everest dbo:firstAscentPerson ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q513 p:P793 ?statement . ?statement ps:P793 wd:Q1194369. ?statement pq:P710 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
294	In which country is the Limerick Lake?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Limerick_Lake dbo:country ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q6386177 wdt:P17 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
359	Who was buried in the Great Pyramid of Giza?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?label WHERE { ?uri dbo:restingPlace dbr:Great_Pyramid_of_Giza; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P119 wd:Q37200 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
310	To which party does the mayor of Paris belong?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Paris dbo:mayor ?x . ?x dbo:party ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q90 wdt:P6 ?x . ?x wdt:P102 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
117	Which ships were called after Benjamin Franklin?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/property/shipNamesake> <http://dbpedia.org/resource/Benjamin_Franklin>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q11446 . ?item wdt:P138 wd:Q34969 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
219	Who was the first King of England?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Royalty ; rdf:type yago:WikicatEnglishMonarchs ; dbo:activeYearsStartYear ?date; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY ASC(?date) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item p:P39 ?statement . ?statement ps:P39 wd:Q9134365 . ?statement pq:P580 ?data . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY ASC(?date) LIMIT 1		
						
159	What does ICRO stand for?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/abbreviation> "ICRO"; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item skos:altLabel "ICRO" . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
395	In which country does the Ganges start?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Ganges dbo:sourceCountry ?uri. ?label rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q5089 wdt:P885 ?x . ?x wdt:P17 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
382	What form of government does Russia have?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Russia dbo:governmentType ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q159 wdt:P122 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
162	Who played Agent Smith in Matrix?	PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?label WHERE { res:Agent_Smith <http://dbpedia.org/ontology/portrayer> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { wd:Q2085488 wdt:P175 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
357	What is the bridge with the longest span?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Bridge ; dbo:mainspan ?s; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?s) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q12280 . ?item wdt:P2787 ?span . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?span) LIMIT 1		
292	In which city did Nikos Kazantzakis die?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { res:Nikos_Kazantzakis dbo:deathPlace ?uri . ?uri rdf:type dbo:Town; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q214622 wdt:P19 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
11	Give me all Danish films.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Film ; dbo:country res:Denmark; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	"SELECT ?iLabel WHERE { ?i wdt:P31/wdt:P279* wd:Q11424. ?i wdt:P495 wd:Q35 SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". } }"		
323	Which types of grapes grow in Oregon?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Oregon_wine dbo:growingGrape ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X		
						
						
407	Which of Tim Burton's films had the highest budget?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:director res:Tim_Burton ; dbo:budget ?b; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY ?b OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P162 wd:Q56008 . ?item wdt:P2130 ?cost . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?cost) LIMIT 1		
						
286	Give me all actors starring in movies directed by William Shatner.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?x dbo:director res:William_Shatner ; dbo:starring ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?movie wdt:P57 wd:Q16297 . ?movie wdt:P161 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
378	Which books by Kerouac were published by Viking Press?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Book ; dbo:publisher res:Viking_Press ; dbo:author res:Jack_Kerouac; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P50 wd:Q160534 . ?item wdt:P123 wd:Q921536 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
108	Which U.S. states are in the same time zone as Utah?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> ; <http://dbpedia.org/property/timezone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ). ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q35657 . wd:Q829 wdt:P421 ?time . ?item wdt:P421 ?time . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
249	List all the musicals with music by Elton John.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Musical ; dbo:musicBy res:Elton_John; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X (no musicals in the data?)	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q2743 . ?item wdt:P86 wd:Q2808 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
134	Which countries have more than two official languages?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Country> ; <http://dbpedia.org/ontology/officialLanguage> ?language; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label HAVING ( COUNT(?language) > 2 )	X	SELECT ?itemLabel (COUNT(?lang) AS ?x) WHERE { ?item wdt:P31 wd:Q6256 . ?item wdt:P37 ?lang . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } GROUP BY ?itemLabel HAVING(?x > 2)		
186	Who is the heaviest player of the Chicago Bulls?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?num) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P106 wd:Q3665646 . ?item wdt:P54 wd:Q128109 . ?item wdt:P2067 ?weight . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?weight) LIMIT 1		
183	Give me all soccer clubs in Spain.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> { ?uri <http://dbpedia.org/ontology/ground> <http://dbpedia.org/resource/Spain> } UNION { ?uri <http://dbpedia.org/property/ground> ?ground FILTER regex(?ground, "Spain") } ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q476028 . ?item wdt:P17 wd:Q29 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
352	Who is the host of the BBC Wildlife Specials?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:BBC_Wildlife_Specials dbo:presenter ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?itemLabel WHERE { wd:Q4835015 wdt:P449 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
184	Who produced films starring Natalie Portman?	SELECT DISTINCT ?label WHERE { ?film a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Natalie_Portman> ; <http://dbpedia.org/ontology/producer> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?itemLabel WHERE { ?movie wdt:P57 ?item . ?movie wdt:P161 wd:Q37876 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
155	What is the ruling party in Lisbon?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Lisbon> <http://dbpedia.org/property/leaderParty> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?itemLabel WHERE { wd:Q597 wdt:P6 ?x . ?x wdt:P102 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
213	Give me all movies directed by Francis Ford Coppola.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Film ; dbo:director res:Francis_Ford_Coppola; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q11424 . ?item wdt:P57 wd:Q56094 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
139	Which soccer players were born on Malta?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/SoccerPlayer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Malta>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P106 wd:Q937857 . ?item wdt:P19 wd:Q233 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
99	Who killed John Lennon?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/property/conviction> <http://dbpedia.org/resource/Death_of_John_Lennon>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q1203 wdt:P157 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
32	What are the top-10 action role-playing video games according to IGN?	SELECT DISTINCT ?label WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/ign> ?score; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?score) LIMIT 10	X	X		
						
69	Give me all actors who were born in Paris after 1950.	SELECT DISTINCT ?label WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor>. ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Paris> . ?uri <http://dbpedia.org/ontology/birthDate> ?date . FILTER ( ?date >= xsd:dateTime('1950-12-31T00:00:00Z')) ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P106 wd:Q33999 . ?item wdt:P19 wd:Q90 . ?item wdt:P569 ?date . BIND(YEAR(?date) AS ?year) FILTER (?year > 1950) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
313	Give me the birth place of Frank Sinatra.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Frank_Sinatra dbo:birthPlace ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X (unless you allow for comments)	SELECT ?itemLabel WHERE { wd:Q40912 wdt:P19 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
191	Who discovered Ceres?	PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> dbo:discoverer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q596 wdt:P61 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
188	What is the largest country in the world?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Country ; dbo:areaTotal ?n; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?n) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q6256 . ?item wdt:P2046 ?area . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?area) LIMIT 1		
348	Where was Bach born?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Johann_Sebastian_Bach dbo:birthPlace ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q1339 wdt:P19 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
299	Who are the writers of the Wall album of Pink Floyd?	PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?label WHERE { dbr:The_Wall dbp:writer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }		SELECT ?itemLabel WHERE { wd:Q151114 wdt:P162 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
296	Give me all members of Prodigy.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:The_Prodigy dbo:bandMember ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	PREFIX purl: <http://purl.org/ontology/mo/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?name WHERE {?uri purl:member_of <http://musicbrainz.org/artist/4a4ee089-93b1-4470-af9a-6ff575d32704#_> . ?uri foaf:name ?name .}	SELECT ?pLabel WHERE { wd:Q7256860 wdt:P527 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
345	Who is starring in Spanish movies produced by Benicio del Toro?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?film rdf:type dbo:Film ; dbo:country res:Spain ; dbo:producer res:Benicio_del_Toro ; dbo:starring ?uri . ?uri rdf:type dbo:Person; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?movie wdt:P162 wd:Q193668 . ?movie wdt:P495 wd:Q29 . ?movie wdt:P161 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
380	What is the capital of Canada?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Canada dbo:capital ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { wd:Q16 wdt:P36 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
8	Which airports does Air China serve?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Air_China dbo:targetAirport ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q51747 wdt:P113 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
						
174	Which mountains are higher than the Nanga Parbat?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Nanga_Parbat> <http://dbpedia.org/ontology/elevation> ?elevation . ?uri a <http://dbpedia.org/ontology/Mountain>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/elevation> ?otherelevation } UNION { ?uri <http://dbpedia.org/property/elevationM> ?otherelevation } FILTER ( ?otherelevation > ?elevation ) }	X	SELECT ?itemLabel WHERE { wd:Q130736 wdt:P2044 ?elev1 . ?item wdt:P31 wd:Q8502 . ?item wdt:P2044 ?elev2 . FILTER ( ?elev2 > ?elev1 ) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
317	What is the capital of Cameroon?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Cameroon dbo:capital ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { wd:Q1009 wdt:P36 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
129	Who wrote The Hunger Games?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/The_Hunger_Games> <http://dbpedia.org/property/author> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { wd:Q11679 wdt:P50 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
4	In which U.S. state is Area 51 located?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?label WHERE { res:Area_51 dbo:location ?uri . ?uri dbo:country res:United_States; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?stateLabel WHERE { wd:Q177397 wdt:P131 ?state .   ?state wdt:P31 wd:Q35657 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
34	Show me all basketball players that are higher than 2 meters.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ). ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel ?height WHERE { ?item wdt:P106 wd:Q3665646 . ?item wdt:P2048 ?height . FILTER(?height > 200) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
153	Which weapons did Heckler & Koch develop?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Weapon> ; <http://dbpedia.org/property/designer> <http://dbpedia.org/resource/Heckler_&_Koch>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { ?p wdt:P287 wd:Q152815 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
210	Who created Batman?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Batman dbo:creator ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?pLabel WHERE { wd:Q2695156 wdt:P170 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
412	Give me all actors starring in Last Action Hero.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Last_Action_Hero dbo:starring ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?actorLabel WHERE { wd:Q858840 wdt:P161 ?actor SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
